date,source,segment,customer_id,dealership_location,vehicle_type,product_area,rating,feedback
2026-04-19,Facebook,Trade-in Customer,DLR-CUST-10733,Airport Auto Center,Luxury SUV,Customer Support,2,I was transferred three times before someone could answer my question.
2026-04-20,Google Reviews,Trade-in Customer,DLR-CUST-10734,Airport Auto Center,Luxury SUV,Customer Support,1,The support line disconnected twice while I was checking service status.
2026-04-21,Dealer Website,Trade-in Customer,DLR-CUST-10735,Airport Auto Center,SUV,Customer Support,3,"Staff were friendly, but follow-up after purchase could be more proactive."
2026-04-22,Service Survey,First-time Buyer,DLR-CUST-10736,Downtown Auto Mall,Hybrid,Sales Experience,5,The sales advisor listened carefully and helped me compare trims without pressure.
2026-04-23,Phone Follow-up,First-time Buyer,DLR-CUST-10737,Downtown Auto Mall,Truck,Sales Experience,2,The salesperson kept pushing add-ons after I said I was not interested.
2026-04-24,Email Survey,First-time Buyer,DLR-CUST-10738,Downtown Auto Mall,Hybrid,Sales Experience,3,"The test drive was helpful, but I waited too long before someone greeted me."
2026-04-25,Cars.com,First-time Buyer,DLR-CUST-10739,Northside Motors,Luxury SUV,Sales Experience,4,The team explained the vehicle features clearly and made the buying process simple.
2026-04-26,Facebook,First-time Buyer,DLR-CUST-10740,Northside Motors,Certified Pre-Owned,Financing,2,The final monthly payment was higher than what was discussed online.
2026-04-27,Google Reviews,Repeat Customer,DLR-CUST-10741,Northside Motors,Certified Pre-Owned,Financing,1,Finance paperwork took almost three hours and several fees were not explained.
2026-04-28,Dealer Website,Repeat Customer,DLR-CUST-10742,West Valley Cars,SUV,Financing,4,The finance manager found a better rate than my bank and explained the terms well.
2026-04-29,Service Survey,Repeat Customer,DLR-CUST-10743,West Valley Cars,SUV,Financing,3,"Loan options were presented clearly, but the wait for approval was too long."
2026-04-30,Dealer Website,Repeat Customer,DLR-CUST-10744,West Valley Cars,SUV,Pricing,2,The advertised price did not include mandatory dealer add-ons.
2026-05-01,Service Survey,Repeat Customer,DLR-CUST-10745,Lakeside Dealership,SUV,Pricing,1,I felt misled by the online price because the quote changed at the dealership.
2026-05-02,Phone Follow-up,Luxury Buyer,DLR-CUST-10746,Lakeside Dealership,Certified Pre-Owned,Pricing,4,The price was fair and the final invoice matched the quote.
2026-05-03,Email Survey,Luxury Buyer,DLR-CUST-10747,Lakeside Dealership,Certified Pre-Owned,Pricing,3,"Discounts were good, but the fee breakdown should be easier to understand."
2026-05-04,Google Reviews,Luxury Buyer,DLR-CUST-10748,Airport Auto Center,Certified Pre-Owned,Inventory,2,The car listed online was already sold when I arrived for my appointment.
2026-05-05,Dealer Website,Luxury Buyer,DLR-CUST-10749,Airport Auto Center,Van,Inventory,3,Inventory filters on the website are useful but some colors are listed incorrectly.
2026-05-06,Service Survey,Luxury Buyer,DLR-CUST-10750,Airport Auto Center,SUV,Inventory,4,They had several trims available and helped me find the right configuration.
2026-05-07,Phone Follow-up,Budget Buyer,DLR-CUST-10751,Downtown Auto Mall,Van,Inventory,1,I drove across town for a vehicle that was marked available but unavailable in store.
2026-05-08,Phone Follow-up,Budget Buyer,DLR-CUST-10752,Downtown Auto Mall,SUV,Trade-in,2,The trade-in offer was much lower than the estimate I received online.
2026-05-09,Email Survey,Budget Buyer,DLR-CUST-10753,Downtown Auto Mall,Hybrid,Trade-in,4,The appraisal was quick and the trade-in credit was clearly applied to my purchase.
2026-05-10,Cars.com,Budget Buyer,DLR-CUST-10754,Northside Motors,Hybrid,Trade-in,3,"Trade-in inspection was fair, but I wanted more explanation about the valuation."
2026-05-11,Facebook,Budget Buyer,DLR-CUST-10755,Northside Motors,EV,Trade-in,1,My trade-in quote changed twice during the same visit.
2026-05-12,Phone Follow-up,Fleet Customer,DLR-CUST-10756,Northside Motors,Sedan,Service Department,5,Service was fast and the advisor sent updates while my car was being repaired.
2026-05-13,Email Survey,Fleet Customer,DLR-CUST-10757,West Valley Cars,Luxury SUV,Service Department,2,The repair took two days longer than promised and nobody called me.
2026-05-14,Cars.com,Fleet Customer,DLR-CUST-10758,West Valley Cars,Sedan,Service Department,3,"The oil change was fine, but the waiting area was overcrowded."
2026-05-15,Facebook,Fleet Customer,DLR-CUST-10759,West Valley Cars,Van,Service Department,1,The same warning light came back the day after service.
2026-05-16,Dealer Website,Fleet Customer,DLR-CUST-10760,Lakeside Dealership,SUV,Parts,2,The replacement part was delayed and I had to call multiple times for updates.
2026-05-17,Service Survey,Service Customer,DLR-CUST-10761,Lakeside Dealership,Hybrid,Parts,4,Parts staff found the correct accessory and installed it the same afternoon.
2026-05-18,Phone Follow-up,Service Customer,DLR-CUST-10762,Lakeside Dealership,Hybrid,Parts,3,"The part arrived on time, but the installation appointment was hard to schedule."
2026-05-19,Google Reviews,Service Customer,DLR-CUST-10763,Airport Auto Center,Van,Delivery,5,Home delivery was smooth and the specialist walked me through the vehicle settings.
2026-05-20,Dealer Website,Service Customer,DLR-CUST-10764,Airport Auto Center,Certified Pre-Owned,Delivery,2,The vehicle was delivered with low tire pressure and no floor mats.
2026-05-21,Service Survey,Service Customer,DLR-CUST-10765,Airport Auto Center,Van,Delivery,3,"Pickup was organized, but the final detailing could have been better."
2026-05-22,Phone Follow-up,Trade-in Customer,DLR-CUST-10766,Downtown Auto Mall,Luxury SUV,Delivery,1,The delivery appointment was missed and I had to reschedule twice.
2026-05-23,Phone Follow-up,Trade-in Customer,DLR-CUST-10767,Downtown Auto Mall,Truck,Website,4,The website made it easy to compare vehicles and calculate estimated payments.
2026-05-24,Email Survey,Trade-in Customer,DLR-CUST-10768,Downtown Auto Mall,SUV,Website,2,The payment calculator does not match the numbers provided by finance.
2026-05-25,Cars.com,Trade-in Customer,DLR-CUST-10769,Northside Motors,EV,Website,3,"Online chat answered basic questions, but could not confirm real inventory."
2026-05-26,Facebook,Trade-in Customer,DLR-CUST-10770,Northside Motors,Truck,Website,1,I submitted a lead form and never received a response.
2026-05-27,Facebook,First-time Buyer,DLR-CUST-10771,Northside Motors,Van,Communication,5,Everyone followed up quickly and kept me informed during the purchase.
2026-05-28,Google Reviews,First-time Buyer,DLR-CUST-10772,West Valley Cars,Certified Pre-Owned,Communication,2,I received too many calls after asking to communicate by email only.
2026-05-29,Dealer Website,First-time Buyer,DLR-CUST-10773,West Valley Cars,Van,Communication,3,Communication was polite but inconsistent between sales and finance.
2026-05-30,Service Survey,First-time Buyer,DLR-CUST-10774,West Valley Cars,Luxury SUV,Communication,1,Nobody returned my voicemail about a warranty question.
2026-05-31,Cars.com,First-time Buyer,DLR-CUST-10775,Lakeside Dealership,Truck,Warranty,4,The warranty options were explained clearly without pressure.
2026-06-01,Facebook,Repeat Customer,DLR-CUST-10776,Lakeside Dealership,SUV,Warranty,2,I was not told which warranty items were optional until the final paperwork.
2026-06-02,Google Reviews,Repeat Customer,DLR-CUST-10777,Lakeside Dealership,EV,Warranty,3,"Coverage seems good, but the exclusions should be easier to read."
2026-06-03,Email Survey,Repeat Customer,DLR-CUST-10778,Airport Auto Center,Luxury SUV,Cleanliness,5,The showroom was clean and the vehicle was spotless at pickup.
2026-06-04,Cars.com,Repeat Customer,DLR-CUST-10779,Airport Auto Center,Hybrid,Cleanliness,2,The used vehicle still had stains inside when I came for delivery.
2026-06-05,Facebook,Repeat Customer,DLR-CUST-10780,Airport Auto Center,Luxury SUV,Cleanliness,3,"The showroom was nice, but the service waiting area needs more seating."
2026-01-01,Cars.com,Luxury Buyer,DLR-CUST-10781,Downtown Auto Mall,Sedan,Customer Support,4,The receptionist quickly connected me to the right department.
2026-01-02,Facebook,Luxury Buyer,DLR-CUST-10782,Downtown Auto Mall,Van,Customer Support,2,I was transferred three times before someone could answer my question.
2026-01-03,Google Reviews,Luxury Buyer,DLR-CUST-10783,Downtown Auto Mall,Van,Customer Support,1,The support line disconnected twice while I was checking service status.
2026-01-04,Dealer Website,Luxury Buyer,DLR-CUST-10784,Northside Motors,Truck,Customer Support,3,"Staff were friendly, but follow-up after purchase could be more proactive."
2026-01-05,Service Survey,Luxury Buyer,DLR-CUST-10785,Northside Motors,Certified Pre-Owned,Sales Experience,5,The sales advisor listened carefully and helped me compare trims without pressure.
2026-01-06,Phone Follow-up,Budget Buyer,DLR-CUST-10786,Northside Motors,EV,Sales Experience,2,The salesperson kept pushing add-ons after I said I was not interested.
2026-01-07,Email Survey,Budget Buyer,DLR-CUST-10787,West Valley Cars,Certified Pre-Owned,Sales Experience,3,"The test drive was helpful, but I waited too long before someone greeted me."
2026-01-08,Cars.com,Budget Buyer,DLR-CUST-10788,West Valley Cars,Van,Sales Experience,4,The team explained the vehicle features clearly and made the buying process simple.
2026-01-09,Facebook,Budget Buyer,DLR-CUST-10789,West Valley Cars,Luxury SUV,Financing,2,The final monthly payment was higher than what was discussed online.
2026-01-10,Google Reviews,Budget Buyer,DLR-CUST-10790,Lakeside Dealership,Luxury SUV,Financing,1,Finance paperwork took almost three hours and several fees were not explained.
2026-01-11,Dealer Website,Fleet Customer,DLR-CUST-10791,Lakeside Dealership,Truck,Financing,4,The finance manager found a better rate than my bank and explained the terms well.
2026-01-12,Service Survey,Fleet Customer,DLR-CUST-10792,Lakeside Dealership,Truck,Financing,3,"Loan options were presented clearly, but the wait for approval was too long."
2026-01-13,Dealer Website,Fleet Customer,DLR-CUST-10793,Airport Auto Center,Truck,Pricing,2,The advertised price did not include mandatory dealer add-ons.
2026-01-14,Service Survey,Fleet Customer,DLR-CUST-10794,Airport Auto Center,Truck,Pricing,1,I felt misled by the online price because the quote changed at the dealership.
2026-01-15,Phone Follow-up,Fleet Customer,DLR-CUST-10795,Airport Auto Center,Luxury SUV,Pricing,4,The price was fair and the final invoice matched the quote.
2026-01-16,Email Survey,Service Customer,DLR-CUST-10796,Downtown Auto Mall,Luxury SUV,Pricing,3,"Discounts were good, but the fee breakdown should be easier to understand."
2026-01-17,Google Reviews,Service Customer,DLR-CUST-10797,Downtown Auto Mall,Luxury SUV,Inventory,2,The car listed online was already sold when I arrived for my appointment.
2026-01-18,Dealer Website,Service Customer,DLR-CUST-10798,Downtown Auto Mall,Sedan,Inventory,3,Inventory filters on the website are useful but some colors are listed incorrectly.
2026-01-19,Service Survey,Service Customer,DLR-CUST-10799,Northside Motors,Truck,Inventory,4,They had several trims available and helped me find the right configuration.
2026-01-20,Phone Follow-up,Service Customer,DLR-CUST-10800,Northside Motors,Sedan,Inventory,1,I drove across town for a vehicle that was marked available but unavailable in store.
2026-01-21,Phone Follow-up,Trade-in Customer,DLR-CUST-10801,Northside Motors,Truck,Trade-in,2,The trade-in offer was much lower than the estimate I received online.
2026-01-22,Email Survey,Trade-in Customer,DLR-CUST-10802,West Valley Cars,Certified Pre-Owned,Trade-in,4,The appraisal was quick and the trade-in credit was clearly applied to my purchase.
2026-01-23,Cars.com,Trade-in Customer,DLR-CUST-10803,West Valley Cars,Certified Pre-Owned,Trade-in,3,"Trade-in inspection was fair, but I wanted more explanation about the valuation."
2026-01-24,Facebook,Trade-in Customer,DLR-CUST-10804,West Valley Cars,Hybrid,Trade-in,1,My trade-in quote changed twice during the same visit.
2026-01-25,Phone Follow-up,Trade-in Customer,DLR-CUST-10805,Lakeside Dealership,SUV,Service Department,5,Service was fast and the advisor sent updates while my car was being repaired.
2026-01-26,Email Survey,First-time Buyer,DLR-CUST-10806,Lakeside Dealership,Van,Service Department,2,The repair took two days longer than promised and nobody called me.
2026-01-27,Cars.com,First-time Buyer,DLR-CUST-10807,Lakeside Dealership,SUV,Service Department,3,"The oil change was fine, but the waiting area was overcrowded."
2026-01-28,Facebook,First-time Buyer,DLR-CUST-10808,Airport Auto Center,Sedan,Service Department,1,The same warning light came back the day after service.
2026-01-29,Dealer Website,First-time Buyer,DLR-CUST-10809,Airport Auto Center,Truck,Parts,2,The replacement part was delayed and I had to call multiple times for updates.
2026-01-30,Service Survey,First-time Buyer,DLR-CUST-10810,Airport Auto Center,Certified Pre-Owned,Parts,4,Parts staff found the correct accessory and installed it the same afternoon.
2026-01-31,Phone Follow-up,Repeat Customer,DLR-CUST-10811,Downtown Auto Mall,Certified Pre-Owned,Parts,3,"The part arrived on time, but the installation appointment was hard to schedule."
2026-02-01,Google Reviews,Repeat Customer,DLR-CUST-10812,Downtown Auto Mall,Sedan,Delivery,5,Home delivery was smooth and the specialist walked me through the vehicle settings.
2026-02-02,Dealer Website,Repeat Customer,DLR-CUST-10813,Downtown Auto Mall,Luxury SUV,Delivery,2,The vehicle was delivered with low tire pressure and no floor mats.
2026-02-03,Service Survey,Repeat Customer,DLR-CUST-10814,Northside Motors,Sedan,Delivery,3,"Pickup was organized, but the final detailing could have been better."
2026-02-04,Phone Follow-up,Repeat Customer,DLR-CUST-10815,Northside Motors,Van,Delivery,1,The delivery appointment was missed and I had to reschedule twice.
2026-02-05,Phone Follow-up,Luxury Buyer,DLR-CUST-10816,Northside Motors,EV,Website,4,The website made it easy to compare vehicles and calculate estimated payments.
2026-02-06,Email Survey,Luxury Buyer,DLR-CUST-10817,West Valley Cars,Truck,Website,2,The payment calculator does not match the numbers provided by finance.
2026-02-07,Cars.com,Luxury Buyer,DLR-CUST-10818,West Valley Cars,Hybrid,Website,3,"Online chat answered basic questions, but could not confirm real inventory."
2026-02-08,Facebook,Luxury Buyer,DLR-CUST-10819,West Valley Cars,EV,Website,1,I submitted a lead form and never received a response.
2026-02-09,Facebook,Luxury Buyer,DLR-CUST-10820,Lakeside Dealership,Sedan,Communication,5,Everyone followed up quickly and kept me informed during the purchase.
2026-02-10,Google Reviews,Budget Buyer,DLR-CUST-10821,Lakeside Dealership,Luxury SUV,Communication,2,I received too many calls after asking to communicate by email only.
2026-02-11,Dealer Website,Budget Buyer,DLR-CUST-10822,Lakeside Dealership,Sedan,Communication,3,Communication was polite but inconsistent between sales and finance.
2026-02-12,Service Survey,Budget Buyer,DLR-CUST-10823,Airport Auto Center,Van,Communication,1,Nobody returned my voicemail about a warranty question.
2026-02-13,Cars.com,Budget Buyer,DLR-CUST-10824,Airport Auto Center,EV,Warranty,4,The warranty options were explained clearly without pressure.
2026-02-14,Facebook,Budget Buyer,DLR-CUST-10825,Airport Auto Center,Truck,Warranty,2,I was not told which warranty items were optional until the final paperwork.
2026-02-15,Google Reviews,Fleet Customer,DLR-CUST-10826,Downtown Auto Mall,Hybrid,Warranty,3,"Coverage seems good, but the exclusions should be easier to read."
2026-02-16,Email Survey,Fleet Customer,DLR-CUST-10827,Downtown Auto Mall,Van,Cleanliness,5,The showroom was clean and the vehicle was spotless at pickup.
2026-02-17,Cars.com,Fleet Customer,DLR-CUST-10828,Downtown Auto Mall,Certified Pre-Owned,Cleanliness,2,The used vehicle still had stains inside when I came for delivery.
2026-02-18,Facebook,Fleet Customer,DLR-CUST-10829,Northside Motors,Van,Cleanliness,3,"The showroom was nice, but the service waiting area needs more seating."
2026-02-19,Cars.com,Fleet Customer,DLR-CUST-10830,Northside Motors,SUV,Customer Support,4,The receptionist quickly connected me to the right department.
2026-02-20,Facebook,Service Customer,DLR-CUST-10831,Northside Motors,Sedan,Customer Support,2,I was transferred three times before someone could answer my question.
2026-02-21,Google Reviews,Service Customer,DLR-CUST-10832,West Valley Cars,Sedan,Customer Support,1,The support line disconnected twice while I was checking service status.
2026-02-22,Dealer Website,Service Customer,DLR-CUST-10833,West Valley Cars,EV,Customer Support,3,"Staff were friendly, but follow-up after purchase could be more proactive."
2026-02-23,Service Survey,Service Customer,DLR-CUST-10834,West Valley Cars,Luxury SUV,Sales Experience,5,The sales advisor listened carefully and helped me compare trims without pressure.
2026-02-24,Phone Follow-up,Service Customer,DLR-CUST-10835,Lakeside Dealership,Hybrid,Sales Experience,2,The salesperson kept pushing add-ons after I said I was not interested.
2026-02-25,Email Survey,Trade-in Customer,DLR-CUST-10836,Lakeside Dealership,Luxury SUV,Sales Experience,3,"The test drive was helpful, but I waited too long before someone greeted me."
2026-02-26,Cars.com,Trade-in Customer,DLR-CUST-10837,Lakeside Dealership,Sedan,Sales Experience,4,The team explained the vehicle features clearly and made the buying process simple.
2026-02-27,Facebook,Trade-in Customer,DLR-CUST-10838,Airport Auto Center,Van,Financing,2,The final monthly payment was higher than what was discussed online.
2026-02-28,Google Reviews,Trade-in Customer,DLR-CUST-10839,Airport Auto Center,Van,Financing,1,Finance paperwork took almost three hours and several fees were not explained.
2026-03-01,Dealer Website,Trade-in Customer,DLR-CUST-10840,Airport Auto Center,EV,Financing,4,The finance manager found a better rate than my bank and explained the terms well.
2026-03-02,Service Survey,First-time Buyer,DLR-CUST-10841,Downtown Auto Mall,EV,Financing,3,"Loan options were presented clearly, but the wait for approval was too long."
2026-03-03,Dealer Website,First-time Buyer,DLR-CUST-10842,Downtown Auto Mall,EV,Pricing,2,The advertised price did not include mandatory dealer add-ons.
2026-03-04,Service Survey,First-time Buyer,DLR-CUST-10843,Downtown Auto Mall,EV,Pricing,1,I felt misled by the online price because the quote changed at the dealership.
2026-03-05,Phone Follow-up,First-time Buyer,DLR-CUST-10844,Northside Motors,Van,Pricing,4,The price was fair and the final invoice matched the quote.
2026-03-06,Email Survey,First-time Buyer,DLR-CUST-10845,Northside Motors,Van,Pricing,3,"Discounts were good, but the fee breakdown should be easier to understand."
2026-03-07,Google Reviews,Repeat Customer,DLR-CUST-10846,Northside Motors,Van,Inventory,2,The car listed online was already sold when I arrived for my appointment.
2026-03-08,Dealer Website,Repeat Customer,DLR-CUST-10847,West Valley Cars,SUV,Inventory,3,Inventory filters on the website are useful but some colors are listed incorrectly.
2026-03-09,Service Survey,Repeat Customer,DLR-CUST-10848,West Valley Cars,EV,Inventory,4,They had several trims available and helped me find the right configuration.
2026-03-10,Phone Follow-up,Repeat Customer,DLR-CUST-10849,West Valley Cars,SUV,Inventory,1,I drove across town for a vehicle that was marked available but unavailable in store.
2026-03-11,Phone Follow-up,Repeat Customer,DLR-CUST-10850,Lakeside Dealership,EV,Trade-in,2,The trade-in offer was much lower than the estimate I received online.
2026-03-12,Email Survey,Luxury Buyer,DLR-CUST-10851,Lakeside Dealership,Luxury SUV,Trade-in,4,The appraisal was quick and the trade-in credit was clearly applied to my purchase.
2026-03-13,Cars.com,Luxury Buyer,DLR-CUST-10852,Lakeside Dealership,Luxury SUV,Trade-in,3,"Trade-in inspection was fair, but I wanted more explanation about the valuation."
2026-03-14,Facebook,Luxury Buyer,DLR-CUST-10853,Airport Auto Center,Certified Pre-Owned,Trade-in,1,My trade-in quote changed twice during the same visit.
2026-03-15,Phone Follow-up,Luxury Buyer,DLR-CUST-10854,Airport Auto Center,Truck,Service Department,5,Service was fast and the advisor sent updates while my car was being repaired.
2026-03-16,Email Survey,Luxury Buyer,DLR-CUST-10855,Airport Auto Center,Sedan,Service Department,2,The repair took two days longer than promised and nobody called me.
2026-03-17,Cars.com,Budget Buyer,DLR-CUST-10856,Downtown Auto Mall,Truck,Service Department,3,"The oil change was fine, but the waiting area was overcrowded."
2026-03-18,Facebook,Budget Buyer,DLR-CUST-10857,Downtown Auto Mall,SUV,Service Department,1,The same warning light came back the day after service.
2026-03-19,Dealer Website,Budget Buyer,DLR-CUST-10858,Downtown Auto Mall,EV,Parts,2,The replacement part was delayed and I had to call multiple times for updates.
2026-03-20,Service Survey,Budget Buyer,DLR-CUST-10859,Northside Motors,Luxury SUV,Parts,4,Parts staff found the correct accessory and installed it the same afternoon.
2026-03-21,Phone Follow-up,Budget Buyer,DLR-CUST-10860,Northside Motors,Luxury SUV,Parts,3,"The part arrived on time, but the installation appointment was hard to schedule."
2026-03-22,Google Reviews,Fleet Customer,DLR-CUST-10861,Northside Motors,SUV,Delivery,5,Home delivery was smooth and the specialist walked me through the vehicle settings.
2026-03-23,Dealer Website,Fleet Customer,DLR-CUST-10862,West Valley Cars,Van,Delivery,2,The vehicle was delivered with low tire pressure and no floor mats.
2026-03-24,Service Survey,Fleet Customer,DLR-CUST-10863,West Valley Cars,SUV,Delivery,3,"Pickup was organized, but the final detailing could have been better."
2026-03-25,Phone Follow-up,Fleet Customer,DLR-CUST-10864,West Valley Cars,Sedan,Delivery,1,The delivery appointment was missed and I had to reschedule twice.
2026-03-26,Phone Follow-up,Fleet Customer,DLR-CUST-10865,Lakeside Dealership,Hybrid,Website,4,The website made it easy to compare vehicles and calculate estimated payments.
2026-03-27,Email Survey,Service Customer,DLR-CUST-10866,Lakeside Dealership,EV,Website,2,The payment calculator does not match the numbers provided by finance.
2026-03-28,Cars.com,Service Customer,DLR-CUST-10867,Lakeside Dealership,Certified Pre-Owned,Website,3,"Online chat answered basic questions, but could not confirm real inventory."
2026-03-29,Facebook,Service Customer,DLR-CUST-10868,Airport Auto Center,Hybrid,Website,1,I submitted a lead form and never received a response.
2026-03-30,Facebook,Service Customer,DLR-CUST-10869,Airport Auto Center,SUV,Communication,5,Everyone followed up quickly and kept me informed during the purchase.
2026-03-31,Google Reviews,Service Customer,DLR-CUST-10870,Airport Auto Center,Van,Communication,2,I received too many calls after asking to communicate by email only.
2026-04-01,Dealer Website,Trade-in Customer,DLR-CUST-10871,Downtown Auto Mall,SUV,Communication,3,Communication was polite but inconsistent between sales and finance.
2026-04-02,Service Survey,Trade-in Customer,DLR-CUST-10872,Downtown Auto Mall,Sedan,Communication,1,Nobody returned my voicemail about a warranty question.
2026-04-03,Cars.com,Trade-in Customer,DLR-CUST-10873,Downtown Auto Mall,Hybrid,Warranty,4,The warranty options were explained clearly without pressure.
2026-04-04,Facebook,Trade-in Customer,DLR-CUST-10874,Northside Motors,EV,Warranty,2,I was not told which warranty items were optional until the final paperwork.
2026-04-05,Google Reviews,Trade-in Customer,DLR-CUST-10875,Northside Motors,Certified Pre-Owned,Warranty,3,"Coverage seems good, but the exclusions should be easier to read."
2026-04-06,Email Survey,First-time Buyer,DLR-CUST-10876,Northside Motors,Sedan,Cleanliness,5,The showroom was clean and the vehicle was spotless at pickup.
2026-04-07,Cars.com,First-time Buyer,DLR-CUST-10877,West Valley Cars,Luxury SUV,Cleanliness,2,The used vehicle still had stains inside when I came for delivery.
2026-04-08,Facebook,First-time Buyer,DLR-CUST-10878,West Valley Cars,Sedan,Cleanliness,3,"The showroom was nice, but the service waiting area needs more seating."
2026-04-09,Cars.com,First-time Buyer,DLR-CUST-10879,West Valley Cars,Truck,Customer Support,4,The receptionist quickly connected me to the right department.
2026-04-10,Facebook,First-time Buyer,DLR-CUST-10880,Lakeside Dealership,SUV,Customer Support,2,I was transferred three times before someone could answer my question.
2026-04-11,Google Reviews,Repeat Customer,DLR-CUST-10881,Lakeside Dealership,SUV,Customer Support,1,The support line disconnected twice while I was checking service status.
2026-04-12,Dealer Website,Repeat Customer,DLR-CUST-10882,Lakeside Dealership,Hybrid,Customer Support,3,"Staff were friendly, but follow-up after purchase could be more proactive."
2026-04-13,Service Survey,Repeat Customer,DLR-CUST-10883,Airport Auto Center,Van,Sales Experience,5,The sales advisor listened carefully and helped me compare trims without pressure.
2026-04-14,Phone Follow-up,Repeat Customer,DLR-CUST-10884,Airport Auto Center,Certified Pre-Owned,Sales Experience,2,The salesperson kept pushing add-ons after I said I was not interested.
2026-04-15,Email Survey,Repeat Customer,DLR-CUST-10885,Airport Auto Center,Van,Sales Experience,3,"The test drive was helpful, but I waited too long before someone greeted me."
2026-04-16,Cars.com,Luxury Buyer,DLR-CUST-10886,Downtown Auto Mall,SUV,Sales Experience,4,The team explained the vehicle features clearly and made the buying process simple.
2026-04-17,Facebook,Luxury Buyer,DLR-CUST-10887,Downtown Auto Mall,Sedan,Financing,2,The final monthly payment was higher than what was discussed online.
2026-04-18,Google Reviews,Luxury Buyer,DLR-CUST-10888,Downtown Auto Mall,Sedan,Financing,1,Finance paperwork took almost three hours and several fees were not explained.
2026-04-19,Dealer Website,Luxury Buyer,DLR-CUST-10889,Northside Motors,Hybrid,Financing,4,The finance manager found a better rate than my bank and explained the terms well.
2026-04-20,Service Survey,Luxury Buyer,DLR-CUST-10890,Northside Motors,Hybrid,Financing,3,"Loan options were presented clearly, but the wait for approval was too long."
2026-04-21,Dealer Website,Budget Buyer,DLR-CUST-10891,Northside Motors,Hybrid,Pricing,2,The advertised price did not include mandatory dealer add-ons.
2026-04-22,Service Survey,Budget Buyer,DLR-CUST-10892,West Valley Cars,Hybrid,Pricing,1,I felt misled by the online price because the quote changed at the dealership.
2026-04-23,Phone Follow-up,Budget Buyer,DLR-CUST-10893,West Valley Cars,Sedan,Pricing,4,The price was fair and the final invoice matched the quote.
2026-04-24,Email Survey,Budget Buyer,DLR-CUST-10894,West Valley Cars,Sedan,Pricing,3,"Discounts were good, but the fee breakdown should be easier to understand."
2026-04-25,Google Reviews,Budget Buyer,DLR-CUST-10895,Lakeside Dealership,Sedan,Inventory,2,The car listed online was already sold when I arrived for my appointment.
2026-04-26,Dealer Website,Fleet Customer,DLR-CUST-10896,Lakeside Dealership,Truck,Inventory,3,Inventory filters on the website are useful but some colors are listed incorrectly.
2026-04-27,Service Survey,Fleet Customer,DLR-CUST-10897,Lakeside Dealership,Hybrid,Inventory,4,They had several trims available and helped me find the right configuration.
2026-04-28,Phone Follow-up,Fleet Customer,DLR-CUST-10898,Airport Auto Center,Truck,Inventory,1,I drove across town for a vehicle that was marked available but unavailable in store.
2026-04-29,Phone Follow-up,Fleet Customer,DLR-CUST-10899,Airport Auto Center,Hybrid,Trade-in,2,The trade-in offer was much lower than the estimate I received online.
2026-04-30,Email Survey,Fleet Customer,DLR-CUST-10900,Airport Auto Center,Van,Trade-in,4,The appraisal was quick and the trade-in credit was clearly applied to my purchase.
2026-05-01,Cars.com,Service Customer,DLR-CUST-10901,Downtown Auto Mall,Van,Trade-in,3,"Trade-in inspection was fair, but I wanted more explanation about the valuation."
2026-05-02,Facebook,Service Customer,DLR-CUST-10902,Downtown Auto Mall,Luxury SUV,Trade-in,1,My trade-in quote changed twice during the same visit.
2026-05-03,Phone Follow-up,Service Customer,DLR-CUST-10903,Downtown Auto Mall,EV,Service Department,5,Service was fast and the advisor sent updates while my car was being repaired.
2026-05-04,Email Survey,Service Customer,DLR-CUST-10904,Northside Motors,SUV,Service Department,2,The repair took two days longer than promised and nobody called me.
2026-05-05,Cars.com,Service Customer,DLR-CUST-10905,Northside Motors,EV,Service Department,3,"The oil change was fine, but the waiting area was overcrowded."
2026-05-06,Facebook,Trade-in Customer,DLR-CUST-10906,Northside Motors,Truck,Service Department,1,The same warning light came back the day after service.
2026-05-07,Dealer Website,Trade-in Customer,DLR-CUST-10907,West Valley Cars,Hybrid,Parts,2,The replacement part was delayed and I had to call multiple times for updates.
2026-05-08,Service Survey,Trade-in Customer,DLR-CUST-10908,West Valley Cars,Van,Parts,4,Parts staff found the correct accessory and installed it the same afternoon.
2026-05-09,Phone Follow-up,Trade-in Customer,DLR-CUST-10909,West Valley Cars,Van,Parts,3,"The part arrived on time, but the installation appointment was hard to schedule."
2026-05-10,Google Reviews,Trade-in Customer,DLR-CUST-10910,Lakeside Dealership,Truck,Delivery,5,Home delivery was smooth and the specialist walked me through the vehicle settings.
2026-05-11,Dealer Website,First-time Buyer,DLR-CUST-10911,Lakeside Dealership,Sedan,Delivery,2,The vehicle was delivered with low tire pressure and no floor mats.
2026-05-12,Service Survey,First-time Buyer,DLR-CUST-10912,Lakeside Dealership,Truck,Delivery,3,"Pickup was organized, but the final detailing could have been better."
2026-05-13,Phone Follow-up,First-time Buyer,DLR-CUST-10913,Airport Auto Center,SUV,Delivery,1,The delivery appointment was missed and I had to reschedule twice.
2026-05-14,Phone Follow-up,First-time Buyer,DLR-CUST-10914,Airport Auto Center,Certified Pre-Owned,Website,4,The website made it easy to compare vehicles and calculate estimated payments.
2026-05-15,Email Survey,First-time Buyer,DLR-CUST-10915,Airport Auto Center,Hybrid,Website,2,The payment calculator does not match the numbers provided by finance.
